No,KOI Code,Variation,Breeder,VariationID,BreederID,MMYY,Sequence,Bloodline,BloodlineID,Nickname,Variety ,Gender,Birth Year & Month,Age,Breeder,Purchase Date,Size (cm),updated date,update size (cm),Seller Agent,Seller ID,Handling Agent,Price Buy ( JPY ),Price Buy ( IDR ),Keeping Location,Link Photos,Link Video,Link Trophy,Link Certificate,Sell Price (IDR),Sell Price ( JPY),Date of Sell,Buyer Name,Date of Death,Death Note,
213,SHOXXX012300002,SHO,XXX,156,1,0123,00002,SuperMonster,11,,Showa,Unknown,Jun 2022,1,,Jan 2023,26,,,Koi Palace,4,,20000,,Duta Mas Jakarta,SHOXXX012300002.jpg,,,,,,,,,,
214,SHOXXX012300003,SHO,XXX,156,1,0123,00003,MonaLisa,13,,Showa,Unknown,Jun 2022,1,,Jan 2023,30,,,Koi Palace,4,,10000,,Duta Mas Jakarta,SHOXXX012300003.jpg,,,,,,,,,,
215,SHOXXX012300004,SHO,XXX,156,1,0123,00004,Masako,14,,Showa,Unknown,Jun 2022,1,,Jan 2023,29,,,Koi Palace,4,,10000,,Duta Mas Jakarta,SHOXXX012300004.jpg,,,,,,,,,,
216,SHOXXX012300005,SHO,XXX,156,1,0123,00005,SuperMonster,11,,Showa,Unknown,Jun 2022,1,,Jan 2023,19,,,Koi Palace,4,,20000,,Duta Mas Jakarta,SHOXXX012300005.jpg,,,,,,,,,,
217,SHOXXX012300006,SHO,XXX,156,1,0123,00006,SuperMonster,11,,Showa,Unknown,Jun 2022,1,,Jan 2023,24,,,Koi Palace,4,,20000,,Duta Mas Jakarta,SHOXXX012300006.jpg,,,,,,,,,,
218,SHOXXX022300001,SHO,XXX,156,1,0223,00001,Monroe,15,,Showa,Unknown,Jun 2022,1,,Feb 2023,26,,,Koi Palace,4,,20000,,Duta Mas Jakarta,SHOXXX022300001.jpg,,,,,,,,,,
219,SHOXXX022300002,SHO,XXX,156,1,0223,00002,Monroe,15,,Showa,Unknown,Jun 2022,1,,Feb 2023,28,,,Koi Palace,4,,20000,,Duta Mas Jakarta,SHOXXX022300002.jpg,,,,,,,,,,
220,SHOXXX022300003,SHO,XXX,156,1,0223,00003,Monroe,15,,Showa,Unknown,Jun 2022,1,,Feb 2023,29,,,Koi Palace,4,,10000,,Duta Mas Jakarta,SHOXXX022300003.jpg,,,,,,,,,,
221,TSHXXX022300001,TSH,XXX,176,1,0223,00001,Monroe,15,,Tancho Showa,Unknown,Jun 2022,1,,Feb 2023,27,,,Koi Palace,4,,20000,,Duta Mas Jakarta,TSHXXX022300001.jpg,,,,,,,,,,
222,SHOXXX022300004,SHO,XXX,156,1,0223,00004,MonaLisa,13,,Showa,Unknown,Jun 2022,1,,Feb 2023,29,,,Koi Palace,4,,20000,,Duta Mas Jakarta,SHOXXX022300004.jpg,,,,,,,,,,
223,SHOXXX022300005,SHO,XXX,156,1,0223,00005,SuperMonster,11,,Showa,Unknown,Jun 2022,1,,Feb 2023,29,,,Koi Palace,4,,20000,,Duta Mas Jakarta,SHOXXX022300005.jpg,,,,,,,,,,
224,SHOXXX022300006,SHO,XXX,156,1,0223,00006,SuperMonster,11,,Showa,Unknown,Jun 2022,1,,Feb 2023,26,,,Koi Palace,4,,20000,,Duta Mas Jakarta,SHOXXX022300006.jpg,,,,,,,,,,
225,SHOXXX022300007,SHO,XXX,156,1,0223,00007,SuperMonster,11,,Showa,Unknown,Jun 2022,1,,Feb 2023,26,,,Koi Palace,4,,20000,,Duta Mas Jakarta,SHOXXX022300007.jpg,,,,,,,,,,
226,TSHXXX022300002,TSH,XXX,176,1,0223,00002,MonaLisa,13,,Tancho Showa,Unknown,Jun 2022,1,,Feb 2023,28,,,Koi Palace,4,,20000,,Duta Mas Jakarta,TSHXXX022300002.jpg,,,,,,,,,,
227,SHSISA042300001,SHS,ISA,158,17,0423,00001,,1,,Showa Sansoku,Unknown,Apr 2022,1,ISA Koi Farm,Apr 2023,28,,,AKA Koi Center,5,,120000,,,SHSISA042300001.JPG,SHSISA042300001.mov,,,,,,,,,
228,KAUISA042300001,KAU,ISA,98,17,0423,00001,,1,,Kohaku,Unknown,Apr 2022,1,ISA Koi Farm,Apr 2023,28,,,AKA Koi Center,5,,130000,,,KAUISA042300001.JPG,KAUISA042300001.mov,,,,,,,,,
229,SHSISA042300002,SHS,ISA,158,17,0423,00002,,1,,Showa Sansoku,Unknown,Apr 2022,1,ISA Koi Farm,Apr 2023,32,,,AKA Koi Center,5,,170000,,,SHSISA042300002.JPG,SHSISA042300002.mov,,,,,,,,,
230,SHIDKF022400001,SHI,DKF,155,4,0224,00001,,1,,Shiromuji,Female,,2,Dainichi Koi Farm,Feb 2024,88,,,AKA Koi Center,5,,,4500000,,SHIDKF022400001.JPG,SHIDKF022400001.MP4,,,,,,,,,
231,TSASFF112300001,TSA,SFF,174,72,1123,00001,,1,,Tancho Sanke,Unknown,Nov 2021,2,Sakai Fish Farm,Nov 2023,62,,,AKA Koi Center,5,,,1500000,,TSASFF112300001.jpg,TSASFF112300001.MP4,,,,,,,,,
232,KAUDKF000000001,KAU,DKF,98,4,0000,00001,RedTiger,12,,Kohaku,Female,,,Dainichi Koi Farm,,39,,,AKA Koi Center,5,,1000000,,,KAUDKF000000001.JPG,KAUDKF000000001.MOV,,,,,,,,,
233,KAUSFF000000001,KAU,SFF,98,72,0000,00001,MissNewYork,19,,Kohaku,Female,,,Sakai Fish Farm,,39,,,AKA Koi Center,5,,300000,,,KAUSFF000000001.jpg,KAUSFF000000001.mov,,,,,,,,,
234,SHSSFF000000001,SHS,SFF,158,72,0000,00001,SilkSoner,20,,Showa Sansoku,Male,,,Sakai Fish Farm,,43,,,AKA Koi Center,5,,500000,,,SHSSFF000000001.jpg,SHSSFF000000001.mov,,,,,,,,,
235,KAUSFF000000002,KAU,SFF,98,72,0000,00002,Shangli-la,21,,Kohaku,Male,,,Sakai Fish Farm,,47,,,AKA Koi Center,5,,1500000,,,KAUSFF000000002.JPG,KAUSFF000000002.mov,,,,,,,,,
236,KAUMOK012400001,KAU,MOK,98,48,0124,00001,,1,,Kohaku,Female,Jul 2021,2,Momotaro Koi Farm,Jan 2024,78,,,AKA Koi Center,5,,,10000000,,KAUMOK012400001.JPG,KAUMOK012400001.MOV,,,,,,,,,
237,KAUMOK012400002,KAU,MOK,98,48,0124,00002,,1,,Kohaku,Female,May 2022,2,Momotaro Koi Farm,Jan 2024,61,,,AKA Koi Center,5,,,2000000,,KAUMOK012400002.jpg,KAUMOK012400002.MP4,,,,,,,,,
238,TAISFF000000001,TAI,SFF,165,72,0000,00001,,1,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,19,,,Pieth,2,,50000,,,TAISFF000000001.jpg,TAISFF000000001.MP4,,,,,,,,,
239,TAISFF000000002,TAI,SFF,165,72,0000,00002,,1,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,26,,,Pieth,2,,100000,,,TAISFF000000002.jpg,TAISFF000000002.MP4,,,,,,,,,
240,TAISFF000000003,TAI,SFF,165,72,0000,00003,,1,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,18,,,Pieth,2,,150000,,,TAISFF000000003.jpg,TAISFF000000003.MP4,,,,,,,,,
241,TAISFF000000004,TAI,SFF,165,72,0000,00004,,1,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,21,,,Pieth,2,,100000,,,TAISFF000000004.jpg,TAISFF000000004.MP4,,,,,,,,,
242,TAISFF000000005,TAI,SFF,165,72,0000,00005,,1,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,19,,,Pieth,2,,100000,,,TAISFF000000005.jpg,TAISFF000000005.MP4,,,,,,,,,
243,TAISFF000000006,TAI,SFF,165,72,0000,00006,,1,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,16,,,Pieth,2,,50000,,,TAISFF000000006.jpg,TAISFF000000006.MP4,,,,,,,,,
244,TAISFF000000007,TAI,SFF,165,72,0000,00007,,1,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,21,,,Pieth,2,,100000,,,TAISFF000000007.jpg,TAISFF000000007.MP4,,,,,,,,,
245,TAISFF000000008,TAI,SFF,165,72,0000,00008,,1,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,18,,,Pieth,2,,100000,,,TAISFF000000008.jpg,TAISFF000000008.MP4,,,,,,,,,
246,TAISFF000000009,TAI,SFF,165,72,0000,00009,,1,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,24,,,Pieth,2,,100000,,,TAISFF000000009.jpg,TAISFF000000009.MP4,,,,,,,,,
247,TAISFF000000010,TAI,SFF,165,72,0000,00010,,1,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,24,,,Pieth,2,,100000,,,TAISFF000000010.jpg,TAISFF000000010.MP4,,,,,,,,,
248,TAISFF000000011,TAI,SFF,165,72,0000,00011,,1,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,26,,,Pieth,2,,150000,,,TAISFF000000011.jpg,TAISFF000000011.MP4,,,,,,,,,
249,KAUSFF000000003,KAU,SFF,98,72,0000,00003,,1,,Kohaku,Unknown,,1,Sakai Fish Farm,,23,,,Pieth,2,,100000,,,KAUSFF000000003.jpg,KAUSFF000000003.MP4,,,,,,,,,
250,TAISFF000000012,TAI,SFF,165,72,0000,00012,,1,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,18,,,Pieth,2,,150000,,,TAISFF000000012.jpg,TAISFF000000012.MP4,,,,,,,,,
251,KAUSFF000000004,KAU,SFF,98,72,0000,00004,,1,,Kohaku,Unknown,,1,Sakai Fish Farm,,24,,,Pieth,2,,100000,,,KAUSFF000000004.jpg,KAUSFF000000004.MP4,,,,,,,,,
252,KAUSFF000000005,KAU,SFF,98,72,0000,00005,,1,,Kohaku,Unknown,,1,Sakai Fish Farm,,19,,,Pieth,2,,50000,,,KAUSFF000000005.jpg,KAUSFF000000005.MP4,,,,,,,,,
253,KAUMOK000000001,KAU,MOK,98,48,0000,00001,,1,,Kohaku,Unknown,,1,Momotaro Koi,,18,,,Pieth,2,,150000,,,KAUMOK000000001.jpg,KAUMOK000000001.MP4,,,,,,,,,
254,KAUMOK000000002,KAU,MOK,98,48,0000,00002,,1,,Kohaku,Unknown,,1,Momotaro Koi,,16,,,Pieth,2,,50000,,,KAUMOK000000002.jpg,KAUMOK000000002.MP4,,,,,,,,,
255,TAIMAR000000001,TAI,MAR,165,38,0000,00001,,1,,Taisho sanshoku,Unknown,,1,Marudo Koi Farm,,18,,,Pieth,2,,100000,,,TAIMAR000000001.jpg,TAIMAR000000001.MP4,,,,,,,,,
256,TAIMAR000000002,TAI,MAR,165,38,0000,00002,,1,,Taisho sanshoku,Unknown,,1,Marudo Koi Farm,,21,,,Pieth,2,,30000,,,TAIMAR000000002.jpg,TAIMAR000000002.MP4,,,,,,,,,
257,TAIKON000000001,TAI,KON,165,33,0000,00001,,1,,Taisho sanshoku,Unknown,,1,Kondo Koi Farm,,16,,,Pieth,2,,50000,,,TAIKON000000001.jpg,TAIKON000000001.MP4,,,,,,,,,
258,GSKMNC000000001,GSK,MNC,1,95,0000,00001,,1,,Ginrin Sanke,Unknown,,1,Matsue Nishikigoi Center, ,14,,,Pieth,2,,30000,,,GSKMNC000000001.jpg,GSKMNC000000001.MP4,,,,,,,,,
259,KAUMNC000000001,KAU,MNC,98,95,0000,00001,,1,,Kohaku,Unknown,,1,Matsue Nishikigoi Center, ,15,,,Pieth,2,,50000,,,KAUMNC000000001.jpg,KAUMNC000000001.MP4,,,,,,,,,
260,SHSDKF000000001,SHS,DKF,158,4,0000,00001,MonaLisa,13,,Showa Sansoku,Unknown,,1,Dainichi Koi Farm,,18,,,Pieth,2,,100000,,,SHSDKF000000001.jpg,SHSDKF000000001.MP4,,,,,,,,,
261,SHSDKF000000002,SHS,DKF,158,4,0000,00002,MonaLisa,13,,Showa Sansoku,Unknown,,1,Dainichi Koi Farm,,16,,,Pieth,2,,100000,,,SHSDKF000000002.jpg,SHSDKF000000002.MP4,,,,,,,,,
262,SHSDKF000000003,SHS,DKF,158,4,0000,00003,MonaLisa,13,,Showa Sansoku,Unknown,,1,Dainichi Koi Farm,,18,,,Pieth,2,,100000,,,SHSDKF000000003.jpg,SHSDKF000000003.MP4,,,,,,,,,
263,DSAMRS000000001,DSA,MRS,31,49,0000,00001,,1,,Doitsu Sanke,Unknown,,1,Marusaka Koi Farm, ,23,,,Pieth,2,,71000,,,DSAMRS000000001.PNG,DSAMRS000000001.MP4,,,,,,,,,
264,TAIMAR000000003,TAI,MAR,165,38,0000,00003,,1,,Taisho sanshoku,Unknown,,1,Marudo Koi Farm,,26,,,Pieth,2,,42000,,,TAIMAR000000003.PNG,TAIMAR000000003.MP4,,,,,,,,,
265,DSHMKF000000001,DSH,MKF,33,44,0000,00001,,1,,Doitsu Showa,Unknown,,1,Marushin Koi Farm, ,26,,,Pieth,2,,71000,,,DSHMKF000000001.PNG,DSHMKF000000001.MP4,,,,,,,,,
266,SHSDKF000000004,SHS,DKF,158,4,0000,00004,,1,,Showa Sansoku,Female,,2,Dainichi Koi Farm,,42,,,Pieth,2,,250000,,,SHSDKF000000004.jpg,SHSDKF000000004.MP4,,,,,,,,,
267,TSAXXX122300001,TSA,XXX,174,1,1223,00001,,1,,Tancho Sanke,Unknown,,,,,,,,Pieth,2,,,,,TSAXXX122300001.JPG,TSAXXX122300001.MP4,,,,,,,,,
268,SANXXX000000001,SAN,XXX,151,1,0000,00001,,1,,Sanke,Female,,1,,,45,,,Pieth,2,,3000000,,,SANXXX000000001.jpg,SANXXX000000001.mov,,,,,,,,,
269,SANXXX000000002,SAN,XXX,151,1,0000,00002,,1,,Sanke,Male,,1,,,36,,,Pieth,2,,100000,,,SANXXX000000002.jpg,SANXXX000000002.mov,,,,,,,,,
270,SANXXX000000003,SAN,XXX,151,1,0000,00003,,1,,Sanke,Unknown,,,,,,,,Pieth,2,,,,,SANXXX000000003.JPG,SANXXX000000003.MP4,,,,,,,,,
271,TAIMAR000000004,TAI,MAR,165,38,0000,00004,,1,,Taisho Sanshoku,Female,,2,Marudo Koi Farm,,54,,,Pieth,2,,500000,,,TAIMAR000000004.jpg,TAIMAR000000004.mov,,,,,,,,,
272,SANSFF000000001,SAN,SFF,151,72,0000,00001,Sweet Ruby,22,,Sanke,Unknown,,1,Sakai Fish Farm,,24,,,Pieth,2,,,,,SANSFF000000001.jpg,,,,,,,,,,
273,SANSFF000000002,SAN,SFF,151,72,0000,00002,Miss London,23,,Sanke,Unknown,,1,Sakai Fish Farm,,25,,,Pieth,2,,,,,SANSFF000000002.jpg,,,,,,,,,,
274,SANSFF000000003,SAN,SFF,151,72,0000,00003,Misss Hiroshima,1,,Sanke,Unknown,,1,Sakai Fish Farm,,26,,,Pieth,2,,,,,SANSFF000000003.jpg,,,,,,,,,,
275,SANSFF000000004,SAN,SFF,151,72,0000,00004,Miss Barcelona,1,,Sanke,Unknown,,1,Sakai Fish Farm,,24,,,Pieth,2,,,,,SANSFF000000004.jpg,,,,,,,,,,
276,SANSFF000000005,SAN,SFF,151,72,0000,00005,Miss Rome,4,,Sanke,Unknown,,1,Sakai Fish Farm,,24,,,Pieth,2,,,,,SANSFF000000005.jpg,,,,,,,,,,
277,SANSFF000000006,SAN,SFF,151,72,0000,00006,Silk Sonic,1,,Sanke,Unknown,,1,Sakai Fish Farm,,26,,,Pieth,2,,,,,SANSFF000000006.jpg,,,,,,,,,,
278,SHSISA032300001,SHS,ISA,158,17,0323,00001,,1,,Showa Sansoku,Unknown,Mar 2022,1,ISA Koi Farm,,30,,,Pieth,2,,51000,,,SHSISA032300001.jpg,SHSISA032300001.MP4,,,,,,,,,
279,SHSISA032300002,SHS,ISA,158,17,0323,00002,,1,,Showa Sansoku,Unknown,Mar 2022,1,ISA Koi Farm,,31,,,Pieth,2,,100000,,,SHSISA032300002.jpg,,,,,,,,,,
280,DSHMKF032300001,DSH,MKF,33,44,0323,00001,,1,,Doitsu Showa,Unknown,Mar 2022,1,Marushin Koi Farm,,27,,,Pieth,2,,336000,,,DSHMKF032300001.jpg,DSHMKF032300001.MP4,,,,,,,,,
281,SHSXXX032300001,SHS,XXX,158,1,0323,00001,,1,,Showa Sansoku,Unknown,,,,,,,,Pieth,2,,,,,SHSXXX032300001.JPG,,,,,,,,,,
282,SHSXXX032300002,SHS,XXX,158,1,0323,00002,,1,,Showa Sansoku,Unknown,,,,,,,,Pieth,2,,,,,SHSXXX032300002.JPG,,,,,,,,,,
283,DSHMKF032300001,DSH,MKF,33,44,0323,00001,,1,,Doitsu Showa,Unknown,,,Marushin Koi Farm,,,,,Pieth,2,,,,,DSHMKF032300001.JPG,,,,,,,,,,
284,DSHMKF032300002,DSH,MKF,33,44,0323,00002,,1,,Doitsu Showa,Unknown,,,Marushin Koi Farm,,,,,Pieth,2,,,,,DSHMKF032300002.JPG,,,,,,,,,,
285,SHSISH052300001,SHS,ISH,158,1,0523,00001,,1,,Showa Sansoku,Unknown,,1,ISA Koi Farm,,34,,,Pieth,2,,100000,,,SHSISH052300001.jpg,SHSISH052300001.MP4,,,,,,,,,
286,GOINKF000000001,GOI,NKF,75,56,0000,00001,,1,,Goshiki,Unknown,,,Narita Koi Farm,,,,,Pieth,2,,,,,GOINKF000000001.JPG,GOINKF000000001.MP4,,,,,,,,,
287,SHSNKF000000001,SHS,NKF,158,56,0000,00001,,1,,Showa Sansoku,Unknown,,,Narita Koi Farm,,,,,Pieth,2,,,,,SHSNKF000000001.JPG,SHSNKF000000001.MP4,,,,,,,,,
288,TAITAM052300001,TAI,TAM,165,80,0523,00001,,1,,Taisho sanshoku,Male,May 2022,1,Tamaura Fish Farm, ,36,,,Pieth,2,,21000,,,TAITAM052300001.jpg,TAITAM052300001.MP4,,,,,,,,,
289,GOGMHI102300001,GOG,MHI,58,42,1023,00001,,1,,Ginrin Ogon,Unknown,,,Maruhiro Koi Farm,,,,,Pieth,2,,,,,GOGMHI102300001.JPG,GOGMHI102300001.MP4,,,,,,,,,
290,KIUMHI032300001,KIU,MHI,106,42,0323,00001,,1,,Ki Utsuri,Unknown,Mar 2020,3,Maruhiro Koi Farm,,,,,Pieth,2,,,,,,KIUMHI032300001.MP4,,,,,,,,,
291,GSIOMF112300001,GSI,OMF,64,62,1123,00001,,1,,Ginrin Shiroutsuri,Female,Nov 2021,2,Omosako Koi Farm, ,52,,,Pieth,2,,253000,,,GSIOMF112300001.jpg,GSIOMF112300001.mov,,,,,,,,,
292,GMAOMF102300001,GMA,OMF,35,62,1023,00001,,1,,Gin Matsuba,Female,Oct 2020,3,Omosako Koi Farm,,66,,,Pieth,2,,300000,,,GMAOMF102300001.jpg,GMAOMF102300001.mov,,,,,,,,,
293,SUTOMF102300001,SUT,OMF,154,62,1023,00001,,1,,Shiroutsuri,Female,Oct 2021,2,Omosako Koi Farm,,50,,,Pieth,2,,700000,,,SUTOMF102300001.jpg,SUTOMF102300001.mov,,,,,,,,,
294,GSIOMF102300001,GSI,OMF,64,62,1023,00001,,1,,Ginrin Shiroutsuri,Female,Oct 2020,3,Omosako Koi Farm,,60,,,Pieth,2,,700000,,,GSIOMF102300001.jpg,GSIOMF102300001.mov,,,,,,,,,
295,HMYOMF112300001,HMY,OMF,84,62,1123,00001,,1,,Hikari Moyomono,Unknown,,,Omosako Koi Farm,,,,,Pieth,2,,,,,HMYOMF112300001.JPG,HMYOMF112300001.MP4,,,,,,,,,
296,GSIOMF112300002,GSI,OMF,64,62,1123,00002,,1,,Ginrin Shiroutsuri,Unknown,,,Omosako Koi Farm,,,,,Pieth,2,,,,,,GSIOMF112300002.MP4,,,,,,,,,
297,GSIOMF112300003,GSI,OMF,64,62,1123,00003,,1,,Ginrin Shiroutsuri,Unknown,,,Omosako Koi Farm,,,,,Pieth,2,,,,,,GSIOMF112300003.MP4,,,,,,,,,
298,GSIOMF022300001,GSI,OMF,64,62,0223,00001,,1,,Ginrin Shiroutsuri,Unknown,,,Omosako Koi Farm,,,,,Pieth,2,,,,,GSIOMF022300001.JPG,,,,,,,,,,
299,GSIOMF032300001,GSI,OMF,64,62,0323,00001,,1,,Ginrin Shiroutsuri,Unknown,,,Omosako Koi Farm,,,,,Pieth,2,,,,,GSIOMF032300001.JPG,GSIOMF032300001.MP4,,,,,,,,,
300,TANSFF102300001,TAN,SFF,166,72,1023,00001,Bond Girl,24,,Tancho,Female,Oct 2021,2,Sakai Fish Farm,,57,,,Pieth,2,,,,,TANSFF102300001.jpg,TANSFF102300001.MP4,,,,,,,,,
301,CHASFF102300001,CHA,SFF,17,72,1023,00001,Yellow Magic,1,,Chagoi,Female,Oct 2020,3,Sakai Fish Farm,,74,,,Pieth,2,,,,,CHASFF102300001.jpg,CHASFF102300001.mov,,,,,,,,,
302,KAUSFF102300001,KAU,SFF,98,72,1023,00001,Fuji,1,,Kohaku,Female,Oct 2021,2,Sakai Fish Farm,,58,,,Pieth,2,,,,,KAUSFF102300001.jpg,KAUSFF102300001.mov,,,,,,,,,
303,GSASFF102300001,GSA,SFF,62,72,1023,00001,Silk Sonic,1,,Ginrin Sanke,Female,Oct 2021,2,Sakai Fish Farm,,57,,,Pieth,2,,,,,GSASFF102300001.jpg,GSASFF102300001.MP4,,,,,,,,,
304,CHASFF102300002,CHA,SFF,17,72,1023,00002,Yellow Magic,1,,Chagoi,Female,Oct 2020,3,Sakai Fish Farm,,72,,,Pieth,2,,,,,CHASFF102300002.jpg,CHASFF102300002.mov,,,,,,,,,
305,OGOSFF102300001,OGO,SFF,140,72,1023,00001,Yellow Magic,1,,Ogon,Female,Oct 2020,3,Sakai Fish Farm,,78,,,Pieth,2,,,,,OGOSFF102300001.jpg,OGOSFF102300001.mov,,,,,,,,,
306,GSHSFF102300001,GSH,SFF,36,72,1023,00001,Dragon Ball,1,,Gin Shiro,Female,Oct 2021,2,Sakai Fish Farm,,58,,,Pieth,2,,,,,GSHSFF102300001.jpg,GSHSFF102300001.mov,,,,,,,,,
307,OGOSFF102300001,OGO,SFF,140,72,1023,00001,,1,,Ogon,Unknown,,,Sakai Fish Farm,,,,,Pieth,2,,,,,OGOSFF102300001.JPG,OGOSFF102300001.MP4,,,,,,,,,
308,GSISFF102300001,GSI,SFF,64,72,1023,00001,,1,,Ginrin Shiroutsuri,Unknown,,,Sakai Fish Farm,,,,,Pieth,2,,,,,,GSISFF102300001.MP4,,,,,,,,,
309,KAUSFF042300001,KAU,SFF,98,72,0423,00001,Second Love,1,,Kohaku,Female,Apr 2022,1,Sakai Fish Farm,,45,,,Pieth,2,,1100000,,,KAUSFF042300001.PNG,KAUSFF042300001.mov,,,,,,,,,
310,TSASFF042300001,TSA,SFF,174,72,0423,00001,Dragon Ball,1,,Tancho Sanke,Female,Apr 2022,1,Sakai Fish Farm,,45,,,Pieth,2,,1400000,,,TSASFF042300001.PNG,TSASFF042300001.mov,,,,,,,,,
311,TANSFF042300001,TAN,SFF,166,72,0423,00001,Second Love,1,,Tancho,Female,Apr 2022,1,Sakai Fish Farm,,47,,,Pieth,2,,960000,,,TANSFF042300001.PNG,TANSFF042300001.mov,,,,,,,,,
312,TAISFF042300001,TAI,SFF,165,72,0423,00001,Dragon Ball,1,,Taisho Sanshoku,Female,Apr 2022,1,Sakai Fish Farm,,45,,,Pieth,2,,1700000,,,TAISFF042300001.PNG,TAISFF042300001.mov,,,,,,,,,
313,TAISFF042300002,TAI,SFF,165,72,0423,00002,Shougetsu,1,,Taisho Sanshoku,Female,Apr 2022,1,Sakai Fish Farm,,48,,,Pieth,2,,1200000,,,TAISFF042300002.PNG,TAISFF042300002.mov,,,,,,,,,
314,TAISFF042300003,TAI,SFF,165,72,0423,00003,Original Love,1,,Taisho Sanshoku,Female,Apr 2022,1,Sakai Fish Farm,,45,,,Pieth,2,,470000,,,TAISFF042300003.PNG,TAISFF042300003.mov,,,,,,,,,
315,TAI SFF042300004,TAI ,SFF,1,72,0423,00004,Beauty Japan,1,,Taisho Sanshoku,Female,Apr 2022,2,Sakai Fish Farm,,43,,,Pieth,2,,1100000,,,TAI SFF042300004.PNG,TAI SFF042300004.mov,,,,,,,,,
316,DSASHK112300001,DSA,SHK,31,73,1123,00001,,1,,Doitsu Sanke,Unknown,Nov 2021,2,Shinoda Koi Farm,,,,,Pieth,2,,,,,DSASHK112300001.JPG,DSASHK112300001.MP4,,,,,,,,,
317,SANSFF032300001,SAN,SFF,151,72,0323,00001,Miss Manchester,1,,Sanke,Unknown,Mar 2022,1,Sakai Fish Farm,,20,,,Pieth,2,,,,,SANSFF032300001.PNG,,,,,,,,,,
318,TSASFF102300001,TSA,SFF,174,72,1023,00001,Garuda,1,,Tancho Sanke,Female,Oct 2020,3,Sakai Fish Farm,,72,,,Pieth,2,,3700000,,,TSASFF102300001.jpg,TSASFF102300001.mov,,,,,,,,,
319,KAUSFF022300001,KAU,SFF,98,72,0223,00001,,1,,Kohaku,Unknown,,,Sakai Fish Farm,,,,,Pieth,2,,,,,KAUSFF022300001.JPG,KAUSFF022300001.MP4,,,,,,,,,
320,SHSSFF022300001,SHS,SFF,158,72,0223,00001,,1,,Showa Sansoku,Unknown,,,Sakai Fish Farm,,,,,Pieth,2,,,,,SHSSFF022300001.JPG,SHSSFF022300001.MP4,,,,,,,,,
321,TSHISA032300001,TSH,ISA,176,17,0323,00001,,1,,Tancho Showa,Unknown,Mar 2022,1,ISA Koi Farm,,27,,,Pieth,2,,100000,,,TSHISA032300001.PNG,TSHISA032300001.mov,,,,,,,,,
322,TSHISA032300002,TSH,ISA,176,17,0323,00002,,1,,Tancho Showa,Unknown,Mar 2022,1,ISA Koi Farm,,35,,,Pieth,2,,,,,TSHISA032300002.PNG,TSHISA032300002.mov,,,,,,,,,
323,SHSISA042300001,SHS,ISA,158,17,0423,00001,,1,,Showa Sansoku,Unknown,Apr 2022,1,ISA Koi Farm,,,,,Pieth,2,,320000,,,SHSISA042300001.PNG,SHSISA042300001.mov,,,,,,,,,
324,SHOISA032300001,SHO,ISA,156,17,0323,00001,,1,,Showa,Unknown,Mar 2022,1,ISA Koi Farm,,,,,Pieth,2,,,,,SHOISA032300001.jpg,SHOISA032300001.MP4,,,,,,,,,
325,KAUISA022300001,KAU,ISA,98,17,0223,00001,,1,,Kohaku,Unknown,Feb 2021,2,ISA Koi Farm,,,,,Pieth,2,,,,,KAUISA022300001.JPG,KAUISA022300001.MP4,,,,,,,,,
326,SANISA022300001,SAN,ISA,151,17,0223,00001,,1,,Sanke,Unknown,Feb 2021,2,ISA Koi Farm,,,,,Pieth,2,,,,,SANISA022300001.JPG,SANISA022300001.MP4,,,,,,,,,
327,SANSFF122300001,SAN,SFF,151,72,1223,00001,Miss Kyoto,1,,Sanke,Unknown,Dec 2022,1,Sakai Fish Farm,,25,,,Pieth,2,,970000,,,SANSFF122300001.PNG,SANSFF122300001.mov,,,,,,,,,
328,SANSFF122300002,SAN,SFF,151,72,1223,00002,Miss Monaco,6,,Sanke,Unknown,Dec 2022,1,Sakai Fish Farm,,17,,,Pieth,2,,620000,,,SANSFF122300002.JPG,SANSFF122300002.mov,,,,,,,,,
329,SANSFF122300003,SAN,SFF,151,72,1223,00003,Miss California,1,,Sanke,Unknown,Dec 2022,1,Sakai Fish Farm,,16,,,Pieth,2,,350000,,,SANSFF122300003.PNG,SANSFF122300003.mov,,,,,,,,,
330,KAUSFF122300001,KAU,SFF,98,72,1223,00001,Mandarin,1,,Kohaku,Unknown,Dec 2022,1,Sakai Fish Farm,,17,,,Pieth,2,,220000,,,KAUSFF122300001.JPG,KAUSFF122300001.mov,,,,,,,,,
