No,KOI Code,Variation,Breeder,VariationID,BreederID,Bloodline,BloodlineID,MMYY,Sequence,Nickname,Variety ,Gender,Birth Year & Month,Age,Breeder,Purchase Date,Size (cm),updated date,update size (cm),Seller Agent,Handling Agent,Price Buy ( JPY ),Price Buy ( IDR ),Keeping Location,Link Photos,Link Video,Link Trophy,Link Certificate,Sell Price (IDR),Sell Price ( JPY),Date of Sell,Buyer Name,Date of Death,Death Note,
212,KAUXXX012300002,KAU,XXX,97,NULL,RedTiger,11,0123,00002,,Kohaku,Unknown,Jun 2022,1,,Jan 2023,32,,,Koi Palace,,20000,,Duta Mas Jakarta,KAUXXX012300002.jpg,,,,,,,,,,
213,SHOXXX012300002,SHO,XXX,155,NULL,SuperMonster,10,0123,00002,,Showa,Unknown,Jun 2022,1,,Jan 2023,26,,,Koi Palace,,20000,,Duta Mas Jakarta,SHOXXX012300002.jpg,,,,,,,,,,
214,SHOXXX012300003,SHO,XXX,155,NULL,MonaLisa,12,0123,00003,,Showa,Unknown,Jun 2022,1,,Jan 2023,30,,,Koi Palace,,10000,,Duta Mas Jakarta,SHOXXX012300003.jpg,,,,,,,,,,
215,SHOXXX012300004,SHO,XXX,155,NULL,Masako,13,0123,00004,,Showa,Unknown,Jun 2022,1,,Jan 2023,29,,,Koi Palace,,10000,,Duta Mas Jakarta,SHOXXX012300004.jpg,,,,,,,,,,
216,SHOXXX012300005,SHO,XXX,155,NULL,SuperMonster,10,0123,00005,,Showa,Unknown,Jun 2022,1,,Jan 2023,19,,,Koi Palace,,20000,,Duta Mas Jakarta,SHOXXX012300005.jpg,,,,,,,,,,
217,SHOXXX012300006,SHO,XXX,155,NULL,SuperMonster,10,0123,00006,,Showa,Unknown,Jun 2022,1,,Jan 2023,24,,,Koi Palace,,20000,,Duta Mas Jakarta,SHOXXX012300006.jpg,,,,,,,,,,
218,SHOXXX022300001,SHO,XXX,155,NULL,Monroe,14,0223,00001,,Showa,Unknown,Jun 2022,1,,Feb 2023,26,,,Koi Palace,,20000,,Duta Mas Jakarta,SHOXXX022300001.jpg,,,,,,,,,,
219,SHOXXX022300002,SHO,XXX,155,NULL,Monroe,14,0223,00002,,Showa,Unknown,Jun 2022,1,,Feb 2023,28,,,Koi Palace,,20000,,Duta Mas Jakarta,SHOXXX022300002.jpg,,,,,,,,,,
220,SHOXXX022300003,SHO,XXX,155,NULL,Monroe,14,0223,00003,,Showa,Unknown,Jun 2022,1,,Feb 2023,29,,,Koi Palace,,10000,,Duta Mas Jakarta,SHOXXX022300003.jpg,,,,,,,,,,
221,TSHXXX022300001,TSH,XXX,175,NULL,Monroe,14,0223,00001,,Tancho Showa,Unknown,Jun 2022,1,,Feb 2023,27,,,Koi Palace,,20000,,Duta Mas Jakarta,TSHXXX022300001.jpg,,,,,,,,,,
222,SHOXXX022300004,SHO,XXX,155,NULL,MonaLisa,12,0223,00004,,Showa,Unknown,Jun 2022,1,,Feb 2023,29,,,Koi Palace,,20000,,Duta Mas Jakarta,SHOXXX022300004.jpg,,,,,,,,,,
223,SHOXXX022300005,SHO,XXX,155,NULL,SuperMonster,10,0223,00005,,Showa,Unknown,Jun 2022,1,,Feb 2023,29,,,Koi Palace,,20000,,Duta Mas Jakarta,SHOXXX022300005.jpg,,,,,,,,,,
224,SHOXXX022300006,SHO,XXX,155,NULL,SuperMonster,10,0223,00006,,Showa,Unknown,Jun 2022,1,,Feb 2023,26,,,Koi Palace,,20000,,Duta Mas Jakarta,SHOXXX022300006.jpg,,,,,,,,,,
225,SHOXXX022300007,SHO,XXX,155,NULL,SuperMonster,10,0223,00007,,Showa,Unknown,Jun 2022,1,,Feb 2023,26,,,Koi Palace,,20000,,Duta Mas Jakarta,SHOXXX022300007.jpg,,,,,,,,,,
226,TSHXXX022300002,TSH,XXX,175,NULL,MonaLisa,12,0223,00002,,Tancho Showa,Unknown,Jun 2022,1,,Feb 2023,28,,,Koi Palace,,20000,,Duta Mas Jakarta,TSHXXX022300002.jpg,,,,,,,,,,
227,SHSISA042300001,SHS,ISA,157,16,,NULL,0423,00001,,Showa Sansoku,Unknown,Apr 2022,1,ISA Koi Farm,Apr 2023,28,,,AKA Koi Center,,120000,,,SHSISA042300001.JPG,SHSISA042300001.mov,,,,,,,,,
228,KAUISA042300001,KAU,ISA,97,16,,NULL,0423,00001,,Kohaku,Unknown,Apr 2022,1,ISA Koi Farm,Apr 2023,28,,,AKA Koi Center,,130000,,,KAUISA042300001.JPG,KAUISA042300001.mov,,,,,,,,,
229,SHSISA042300002,SHS,ISA,157,16,,NULL,0423,00002,,Showa Sansoku,Unknown,Apr 2022,1,ISA Koi Farm,Apr 2023,32,,,AKA Koi Center,,170000,,,SHSISA042300002.JPG,SHSISA042300002.mov,,,,,,,,,
230,SHIDKF022400001,SHI,DKF,154,3,,NULL,0224,00001,,Shiromuji,Female,,2,Dainichi Koi Farm,Feb 2024,88,,,AKA Koi Center,,,4500000,,SHIDKF022400001.JPG,SHIDKF022400001.MP4,,,,,,,,,
231,TSASFF112300001,TSA,SFF,173,71,,NULL,1123,00001,,Tancho Sanke,Unknown,Nov 2021,2,Sakai Fish Farm,Nov 2023,62,,,AKA Koi Center,,,1500000,,TSASFF112300001.jpg,TSASFF112300001.MP4,,,,,,,,,
232,KAUDKF000000001,KAU,DKF,97,3,RedTiger,11,0000,00001,,Kohaku,Female,,,Dainichi Koi Farm,,39,,,AKA Koi Center,,1000000,,,KAUDKF000000001.JPG,KAUDKF000000001.MOV,,,,,,,,,
233,KAUSFF000000001,KAU,SFF,97,71,MissNewYork,18,0000,00001,,Kohaku,Female,,,Sakai Fish Farm,,39,,,AKA Koi Center,,300000,,,KAUSFF000000001.jpg,KAUSFF000000001.mov,,,,,,,,,
234,SHSSFF000000001,SHS,SFF,157,71,SilkSoner,19,0000,00001,,Showa Sansoku,Male,,,Sakai Fish Farm,,43,,,AKA Koi Center,,500000,,,SHSSFF000000001.jpg,SHSSFF000000001.mov,,,,,,,,,
235,KAUSFF000000002,KAU,SFF,97,71,Shangli-la,20,0000,00002,,Kohaku,Male,,,Sakai Fish Farm,,47,,,AKA Koi Center,,1500000,,,KAUSFF000000002.JPG,KAUSFF000000002.mov,,,,,,,,,
236,KAUMOK012400001,KAU,MOK,97,47,,NULL,0124,00001,,Kohaku,Female,Jul 2021,2,Momotaro Koi Farm,Jan 2024,78,,,AKA Koi Center,,,10000000,,KAUMOK012400001.JPG,KAUMOK012400001.MOV,,,,,,,,,
237,KAUMOK012400002,KAU,MOK,97,47,,NULL,0124,00002,,Kohaku,Female,May 2022,2,Momotaro Koi Farm,Jan 2024,61,,,AKA Koi Center,,,2000000,,KAUMOK012400002.jpg,KAUMOK012400002.MP4,,,,,,,,,
238,TAISFF000000001,TAI,SFF,164,71,,NULL,0000,00001,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,19,,,PIETH,,50000,,,TAISFF000000001.jpg,TAISFF000000001.MP4,,,,,,,,,
239,TAISFF000000002,TAI,SFF,164,71,,NULL,0000,00002,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,26,,,PIETH,,100000,,,TAISFF000000002.jpg,TAISFF000000002.MP4,,,,,,,,,
240,TAISFF000000003,TAI,SFF,164,71,,NULL,0000,00003,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,18,,,PIETH,,150000,,,TAISFF000000003.jpg,TAISFF000000003.MP4,,,,,,,,,
241,TAISFF000000004,TAI,SFF,164,71,,NULL,0000,00004,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,21,,,PIETH,,100000,,,TAISFF000000004.jpg,TAISFF000000004.MP4,,,,,,,,,
242,TAISFF000000005,TAI,SFF,164,71,,NULL,0000,00005,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,19,,,PIETH,,100000,,,TAISFF000000005.jpg,TAISFF000000005.MP4,,,,,,,,,
243,TAISFF000000006,TAI,SFF,164,71,,NULL,0000,00006,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,16,,,PIETH,,50000,,,TAISFF000000006.jpg,TAISFF000000006.MP4,,,,,,,,,
244,TAISFF000000007,TAI,SFF,164,71,,NULL,0000,00007,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,21,,,PIETH,,100000,,,TAISFF000000007.jpg,TAISFF000000007.MP4,,,,,,,,,
245,TAISFF000000008,TAI,SFF,164,71,,NULL,0000,00008,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,18,,,PIETH,,100000,,,TAISFF000000008.jpg,TAISFF000000008.MP4,,,,,,,,,
246,TAISFF000000009,TAI,SFF,164,71,,NULL,0000,00009,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,24,,,PIETH,,100000,,,TAISFF000000009.jpg,TAISFF000000009.MP4,,,,,,,,,
247,TAISFF000000010,TAI,SFF,164,71,,NULL,0000,00010,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,24,,,PIETH,,100000,,,TAISFF000000010.jpg,TAISFF000000010.MP4,,,,,,,,,
248,TAISFF000000011,TAI,SFF,164,71,,NULL,0000,00011,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,26,,,PIETH,,150000,,,TAISFF000000011.jpg,TAISFF000000011.MP4,,,,,,,,,
249,KAUSFF000000003,KAU,SFF,97,71,,NULL,0000,00003,,Kohaku,Unknown,,1,Sakai Fish Farm,,23,,,PIETH,,100000,,,KAUSFF000000003.jpg,KAUSFF000000003.MP4,,,,,,,,,
250,TAISFF000000012,TAI,SFF,164,71,,NULL,0000,00012,,Taisho sanshoku,Unknown,,1,Sakai Fish Farm,,18,,,PIETH,,150000,,,TAISFF000000012.jpg,TAISFF000000012.MP4,,,,,,,,,
251,KAUSFF000000004,KAU,SFF,97,71,,NULL,0000,00004,,Kohaku,Unknown,,1,Sakai Fish Farm,,24,,,PIETH,,100000,,,KAUSFF000000004.jpg,KAUSFF000000004.MP4,,,,,,,,,
252,KAUSFF000000005,KAU,SFF,97,71,,NULL,0000,00005,,Kohaku,Unknown,,1,Sakai Fish Farm,,19,,,PIETH,,50000,,,KAUSFF000000005.jpg,KAUSFF000000005.MP4,,,,,,,,,
253,KAUMOK000000001,KAU,MOK,97,47,,NULL,0000,00001,,Kohaku,Unknown,,1,Momotaro Koi,,18,,,PIETH,,150000,,,KAUMOK000000001.jpg,KAUMOK000000001.MP4,,,,,,,,,
254,KAUMOK000000002,KAU,MOK,97,47,,NULL,0000,00002,,Kohaku,Unknown,,1,Momotaro Koi,,16,,,PIETH,,50000,,,KAUMOK000000002.jpg,KAUMOK000000002.MP4,,,,,,,,,
255,TAIMAR000000001,TAI,MAR,164,37,,NULL,0000,00001,,Taisho sanshoku,Unknown,,1,Marudo Koi Farm,,18,,,PIETH,,100000,,,TAIMAR000000001.jpg,TAIMAR000000001.MP4,,,,,,,,,
256,TAIMAR000000002,TAI,MAR,164,37,,NULL,0000,00002,,Taisho sanshoku,Unknown,,1,Marudo Koi Farm,,21,,,PIETH,,30000,,,TAIMAR000000002.jpg,TAIMAR000000002.MP4,,,,,,,,,
257,TAIKON000000001,TAI,KON,164,32,,NULL,0000,00001,,Taisho sanshoku,Unknown,,1,Kondo Koi Farm,,16,,,PIETH,,50000,,,TAIKON000000001.jpg,TAIKON000000001.MP4,,,,,,,,,
258,GSKMNC000000001,GSK,MNC,NULL,93,,NULL,0000,00001,,Ginrin Sanke,Unknown,,1,Matsue Nishikigoi Center, ,14,,,PIETH,,30000,,,GSKMNC000000001.jpg,GSKMNC000000001.MP4,,,,,,,,,
259,KAUMNC000000001,KAU,MNC,97,93,,NULL,0000,00001,,Kohaku,Unknown,,1,Matsue Nishikigoi Center, ,15,,,PIETH,,50000,,,KAUMNC000000001.jpg,KAUMNC000000001.MP4,,,,,,,,,
260,SHSDKF000000001,SHS,DKF,157,3,MonaLisa,12,0000,00001,,Showa Sansoku,Unknown,,1,Dainichi Koi Farm,,18,,,PIETH,,100000,,,SHSDKF000000001.jpg,SHSDKF000000001.MP4,,,,,,,,,
261,SHSDKF000000002,SHS,DKF,157,3,MonaLisa,12,0000,00002,,Showa Sansoku,Unknown,,1,Dainichi Koi Farm,,16,,,PIETH,,100000,,,SHSDKF000000002.jpg,SHSDKF000000002.MP4,,,,,,,,,
262,SHSDKF000000003,SHS,DKF,157,3,MonaLisa,12,0000,00003,,Showa Sansoku,Unknown,,1,Dainichi Koi Farm,,18,,,PIETH,,100000,,,SHSDKF000000003.jpg,SHSDKF000000003.MP4,,,,,,,,,
263,DSAMRS000000001,DSA,MRS,30,48,,NULL,0000,00001,,Doitsu Sanke,Unknown,,1,Marusaka Koi Farm, ,23,,,PIETH,,71000,,,DSAMRS000000001.PNG,DSAMRS000000001.MP4,,,,,,,,,
264,TAIMAR000000003,TAI,MAR,164,37,,NULL,0000,00003,,Taisho sanshoku,Unknown,,1,Marudo Koi Farm,,26,,,PIETH,,42000,,,TAIMAR000000003.PNG,TAIMAR000000003.MP4,,,,,,,,,
265,DSHMKF000000001,DSH,MKF,32,43,,NULL,0000,00001,,Doitsu Showa,Unknown,,1,Marushin Koi Farm, ,26,,,PIETH,,71000,,,DSHMKF000000001.PNG,DSHMKF000000001.MP4,,,,,,,,,
266,SHSDKF000000004,SHS,DKF,157,3,,NULL,0000,00004,,Showa Sansoku,Female,,2,Dainichi Koi Farm,,42,,,PIETH,,250000,,,SHSDKF000000004.jpg,SHSDKF000000004.MP4,,,,,,,,,
267,TSAXXX122300001,TSA,XXX,173,NULL,,NULL,1223,00001,,Tancho Sanke,Unknown,,,,,,,,PIETH,,,,,TSAXXX122300001.JPG,TSAXXX122300001.MP4,,,,,,,,,
268,SANXXX000000001,SAN,XXX,150,NULL,,NULL,0000,00001,,Sanke,Female,,1,,,45,,,PIETH,,3000000,,,SANXXX000000001.jpg,SANXXX000000001.mov,,,,,,,,,
269,SANXXX000000002,SAN,XXX,150,NULL,,NULL,0000,00002,,Sanke,Male,,1,,,36,,,PIETH,,100000,,,SANXXX000000002.jpg,SANXXX000000002.mov,,,,,,,,,
270,SANXXX000000003,SAN,XXX,150,NULL,,NULL,0000,00003,,Sanke,Unknown,,,,,,,,PIETH,,,,,SANXXX000000003.JPG,SANXXX000000003.MP4,,,,,,,,,
271,TAIMAR000000004,TAI,MAR,164,37,,NULL,0000,00004,,Taisho Sanshoku,Female,,2,Marudo Koi Farm,,54,,,PIETH,,500000,,,TAIMAR000000004.jpg,TAIMAR000000004.mov,,,,,,,,,
272,SANSFF000000001,SAN,SFF,150,71,Sweet Ruby,21,0000,00001,,Sanke,Unknown,,1,Sakai Fish Farm,,24,,,PIETH,,,,,SANSFF000000001.jpg,,,,,,,,,,
273,SANSFF000000002,SAN,SFF,150,71,Miss London,22,0000,00002,,Sanke,Unknown,,1,Sakai Fish Farm,,25,,,PIETH,,,,,SANSFF000000002.jpg,,,,,,,,,,
274,SANSFF000000003,SAN,SFF,150,71,Misss Hiroshima,NULL,0000,00003,,Sanke,Unknown,,1,Sakai Fish Farm,,26,,,PIETH,,,,,SANSFF000000003.jpg,,,,,,,,,,
275,SANSFF000000004,SAN,SFF,150,71,Miss Barcelona,NULL,0000,00004,,Sanke,Unknown,,1,Sakai Fish Farm,,24,,,PIETH,,,,,SANSFF000000004.jpg,,,,,,,,,,
276,SANSFF000000005,SAN,SFF,150,71,Miss Rome,3,0000,00005,,Sanke,Unknown,,1,Sakai Fish Farm,,24,,,PIETH,,,,,SANSFF000000005.jpg,,,,,,,,,,
277,SANSFF000000006,SAN,SFF,150,71,Silk Sonic,NULL,0000,00006,,Sanke,Unknown,,1,Sakai Fish Farm,,26,,,PIETH,,,,,SANSFF000000006.jpg,,,,,,,,,,
278,SHSISA032300001,SHS,ISA,157,16,,NULL,0323,00001,,Showa Sansoku,Unknown,Mar 2022,1,ISA Koi Farm,,30,,,PIETH,,51000,,,SHSISA032300001.jpg,SHSISA032300001.MP4,,,,,,,,,
279,SHSISA032300002,SHS,ISA,157,16,,NULL,0323,00002,,Showa Sansoku,Unknown,Mar 2022,1,ISA Koi Farm,,31,,,PIETH,,100000,,,SHSISA032300002.jpg,,,,,,,,,,
280,DSHMKF032300001,DSH,MKF,32,43,,NULL,0323,00001,,Doitsu Showa,Unknown,Mar 2022,1,Marushin Koi Farm,,27,,,PIETH,,336000,,,DSHMKF032300001.jpg,DSHMKF032300001.MP4,,,,,,,,,
281,SHSXXX032300001,SHS,XXX,157,NULL,,NULL,0323,00001,,Showa Sansoku,Unknown,,,,,,,,PIETH,,,,,SHSXXX032300001.JPG,,,,,,,,,,
282,SHSXXX032300002,SHS,XXX,157,NULL,,NULL,0323,00002,,Showa Sansoku,Unknown,,,,,,,,PIETH,,,,,SHSXXX032300002.JPG,,,,,,,,,,
283,DSHMKF032300001,DSH,MKF,32,43,,NULL,0323,00001,,Doitsu Showa,Unknown,,,Marushin Koi Farm,,,,,PIETH,,,,,DSHMKF032300001.JPG,,,,,,,,,,
284,DSHMKF032300002,DSH,MKF,32,43,,NULL,0323,00002,,Doitsu Showa,Unknown,,,Marushin Koi Farm,,,,,PIETH,,,,,DSHMKF032300002.JPG,,,,,,,,,,
285,SHSISH052300001,SHS,ISH,157,NULL,,NULL,0523,00001,,Showa Sansoku,Unknown,,1,ISA Koi Farm,,34,,,PIETH,,100000,,,SHSISH052300001.jpg,SHSISH052300001.MP4,,,,,,,,,
286,GOINKF000000001,GOI,NKF,74,55,,NULL,0000,00001,,Goshiki,Unknown,,,Narita Koi Farm,,,,,PIETH,,,,,GOINKF000000001.JPG,GOINKF000000001.MP4,,,,,,,,,
287,SHSNKF000000001,SHS,NKF,157,55,,NULL,0000,00001,,Showa Sansoku,Unknown,,,Narita Koi Farm,,,,,PIETH,,,,,SHSNKF000000001.JPG,SHSNKF000000001.MP4,,,,,,,,,
288,TAITAM052300001,TAI,TAM,164,79,,NULL,0523,00001,,Taisho sanshoku,Male,May 2022,1,Tamaura Fish Farm, ,36,,,PIETH,,21000,,,TAITAM052300001.jpg,TAITAM052300001.MP4,,,,,,,,,
289,GOGMHI102300001,GOG,MHI,57,41,,NULL,1023,00001,,Ginrin Ogon,Unknown,,,Maruhiro Koi Farm,,,,,PIETH,,,,,GOGMHI102300001.JPG,GOGMHI102300001.MP4,,,,,,,,,
290,KIUMHI032300001,KIU,MHI,105,41,,NULL,0323,00001,,Ki Utsuri,Unknown,Mar 2020,3,Maruhiro Koi Farm,,,,,PIETH,,,,,,KIUMHI032300001.MP4,,,,,,,,,
291,GSIOMF112300001,GSI,OMF,63,61,,NULL,1123,00001,,Ginrin Shiroutsuri,Female,Nov 2021,2,Omosako Koi Farm, ,52,,,PIETH,,253000,,,GSIOMF112300001.jpg,GSIOMF112300001.mov,,,,,,,,,
292,GMAOMF102300001,GMA,OMF,34,61,,NULL,1023,00001,,Gin Matsuba,Female,Oct 2020,3,Omosako Koi Farm,,66,,,PIETH,,300000,,,GMAOMF102300001.jpg,GMAOMF102300001.mov,,,,,,,,,
293,SUTOMF102300001,SUT,OMF,153,61,,NULL,1023,00001,,Shiroutsuri,Female,Oct 2021,2,Omosako Koi Farm,,50,,,PIETH,,700000,,,SUTOMF102300001.jpg,SUTOMF102300001.mov,,,,,,,,,
294,GSIOMF102300001,GSI,OMF,63,61,,NULL,1023,00001,,Ginrin Shiroutsuri,Female,Oct 2020,3,Omosako Koi Farm,,60,,,PIETH,,700000,,,GSIOMF102300001.jpg,GSIOMF102300001.mov,,,,,,,,,
295,HMYOMF112300001,HMY,OMF,83,61,,NULL,1123,00001,,Hikari Moyomono,Unknown,,,Omosako Koi Farm,,,,,PIETH,,,,,HMYOMF112300001.JPG,HMYOMF112300001.MP4,,,,,,,,,
296,GSIOMF112300002,GSI,OMF,63,61,,NULL,1123,00002,,Ginrin Shiroutsuri,Unknown,,,Omosako Koi Farm,,,,,PIETH,,,,,,GSIOMF112300002.MP4,,,,,,,,,
297,GSIOMF112300003,GSI,OMF,63,61,,NULL,1123,00003,,Ginrin Shiroutsuri,Unknown,,,Omosako Koi Farm,,,,,PIETH,,,,,,GSIOMF112300003.MP4,,,,,,,,,
298,GSIOMF022300001,GSI,OMF,63,61,,NULL,0223,00001,,Ginrin Shiroutsuri,Unknown,,,Omosako Koi Farm,,,,,PIETH,,,,,GSIOMF022300001.JPG,,,,,,,,,,
299,GSIOMF032300001,GSI,OMF,63,61,,NULL,0323,00001,,Ginrin Shiroutsuri,Unknown,,,Omosako Koi Farm,,,,,PIETH,,,,,GSIOMF032300001.JPG,GSIOMF032300001.MP4,,,,,,,,,
300,TANSFF102300001,TAN,SFF,165,71,Bond Girl,23,1023,00001,,Tancho,Female,Oct 2021,2,Sakai Fish Farm,,57,,,PIETH,,,,,TANSFF102300001.jpg,TANSFF102300001.MP4,,,,,,,,,
301,CHASFF102300001,CHA,SFF,16,71,Yellow Magic,NULL,1023,00001,,Chagoi,Female,Oct 2020,3,Sakai Fish Farm,,74,,,PIETH,,,,,CHASFF102300001.jpg,CHASFF102300001.mov,,,,,,,,,
302,KAUSFF102300001,KAU,SFF,97,71,Fuji,NULL,1023,00001,,Kohaku,Female,Oct 2021,2,Sakai Fish Farm,,58,,,PIETH,,,,,KAUSFF102300001.jpg,KAUSFF102300001.mov,,,,,,,,,
303,GSASFF102300001,GSA,SFF,61,71,Silk Sonic,NULL,1023,00001,,Ginrin Sanke,Female,Oct 2021,2,Sakai Fish Farm,,57,,,PIETH,,,,,GSASFF102300001.jpg,GSASFF102300001.MP4,,,,,,,,,
304,CHASFF102300002,CHA,SFF,16,71,Yellow Magic,NULL,1023,00002,,Chagoi,Female,Oct 2020,3,Sakai Fish Farm,,72,,,PIETH,,,,,CHASFF102300002.jpg,CHASFF102300002.mov,,,,,,,,,
305,OGOSFF102300001,OGO,SFF,139,71,Yellow Magic,NULL,1023,00001,,Ogon,Female,Oct 2020,3,Sakai Fish Farm,,78,,,PIETH,,,,,OGOSFF102300001.jpg,OGOSFF102300001.mov,,,,,,,,,
306,GSHSFF102300001,GSH,SFF,35,71,Dragon Ball,NULL,1023,00001,,Gin Shiro,Female,Oct 2021,2,Sakai Fish Farm,,58,,,PIETH,,,,,GSHSFF102300001.jpg,GSHSFF102300001.mov,,,,,,,,,
307,OGOSFF102300001,OGO,SFF,139,71,,NULL,1023,00001,,Ogon,Unknown,,,Sakai Fish Farm,,,,,PIETH,,,,,OGOSFF102300001.JPG,OGOSFF102300001.MP4,,,,,,,,,
308,GSISFF102300001,GSI,SFF,63,71,,NULL,1023,00001,,Ginrin Shiroutsuri,Unknown,,,Sakai Fish Farm,,,,,PIETH,,,,,,GSISFF102300001.MP4,,,,,,,,,
309,KAUSFF042300001,KAU,SFF,97,71,Second Love,NULL,0423,00001,,Kohaku,Female,Apr 2022,1,Sakai Fish Farm,,45,,,PIETH,,1100000,,,KAUSFF042300001.PNG,KAUSFF042300001.mov,,,,,,,,,
310,TSASFF042300001,TSA,SFF,173,71,Dragon Ball,NULL,0423,00001,,Tancho Sanke,Female,Apr 2022,1,Sakai Fish Farm,,45,,,PIETH,,1400000,,,TSASFF042300001.PNG,TSASFF042300001.mov,,,,,,,,,
311,TANSFF042300001,TAN,SFF,165,71,Second Love,NULL,0423,00001,,Tancho,Female,Apr 2022,1,Sakai Fish Farm,,47,,,PIETH,,960000,,,TANSFF042300001.PNG,TANSFF042300001.mov,,,,,,,,,
312,TAISFF042300001,TAI,SFF,164,71,Dragon Ball,NULL,0423,00001,,Taisho Sanshoku,Female,Apr 2022,1,Sakai Fish Farm,,45,,,PIETH,,1700000,,,TAISFF042300001.PNG,TAISFF042300001.mov,,,,,,,,,
313,TAISFF042300002,TAI,SFF,164,71,Shougetsu,NULL,0423,00002,,Taisho Sanshoku,Female,Apr 2022,1,Sakai Fish Farm,,48,,,PIETH,,1200000,,,TAISFF042300002.PNG,TAISFF042300002.mov,,,,,,,,,
314,TAISFF042300003,TAI,SFF,164,71,Original Love,NULL,0423,00003,,Taisho Sanshoku,Female,Apr 2022,1,Sakai Fish Farm,,45,,,PIETH,,470000,,,TAISFF042300003.PNG,TAISFF042300003.mov,,,,,,,,,
315,TAI SFF042300004,TAI ,SFF,NULL,71,Beauty Japan,NULL,0423,00004,,Taisho Sanshoku,Female,Apr 2022,2,Sakai Fish Farm,,43,,,PIETH,,1100000,,,TAI SFF042300004.PNG,TAI SFF042300004.mov,,,,,,,,,
316,DSASHK112300001,DSA,SHK,30,72,,NULL,1123,00001,,Doitsu Sanke,Unknown,Nov 2021,2,Shinoda Koi Farm,,,,,PIETH,,,,,DSASHK112300001.JPG,DSASHK112300001.MP4,,,,,,,,,
317,SANSFF032300001,SAN,SFF,150,71,Miss Manchester,NULL,0323,00001,,Sanke,Unknown,Mar 2022,1,Sakai Fish Farm,,20,,,PIETH,,,,,SANSFF032300001.PNG,,,,,,,,,,
318,TSASFF102300001,TSA,SFF,173,71,Garuda,NULL,1023,00001,,Tancho Sanke,Female,Oct 2020,3,Sakai Fish Farm,,72,,,PIETH,,3700000,,,TSASFF102300001.jpg,TSASFF102300001.mov,,,,,,,,,
319,KAUSFF022300001,KAU,SFF,97,71,,NULL,0223,00001,,Kohaku,Unknown,,,Sakai Fish Farm,,,,,PIETH,,,,,KAUSFF022300001.JPG,KAUSFF022300001.MP4,,,,,,,,,
320,SHSSFF022300001,SHS,SFF,157,71,,NULL,0223,00001,,Showa Sansoku,Unknown,,,Sakai Fish Farm,,,,,PIETH,,,,,SHSSFF022300001.JPG,SHSSFF022300001.MP4,,,,,,,,,
321,TSHISA032300001,TSH,ISA,175,16,,NULL,0323,00001,,Tancho Showa,Unknown,Mar 2022,1,ISA Koi Farm,,27,,,PIETH,,100000,,,TSHISA032300001.PNG,TSHISA032300001.mov,,,,,,,,,
322,TSHISA032300002,TSH,ISA,175,16,,NULL,0323,00002,,Tancho Showa,Unknown,Mar 2022,1,ISA Koi Farm,,35,,,PIETH,,,,,TSHISA032300002.PNG,TSHISA032300002.mov,,,,,,,,,
323,SHSISA042300001,SHS,ISA,157,16,,NULL,0423,00001,,Showa Sansoku,Unknown,Apr 2022,1,ISA Koi Farm,,,,,PIETH,,320000,,,SHSISA042300001.PNG,SHSISA042300001.mov,,,,,,,,,
324,SHOISA032300001,SHO,ISA,155,16,,NULL,0323,00001,,Showa,Unknown,Mar 2022,1,ISA Koi Farm,,,,,PIETH,,,,,SHOISA032300001.jpg,SHOISA032300001.MP4,,,,,,,,,
325,KAUISA022300001,KAU,ISA,97,16,,NULL,0223,00001,,Kohaku,Unknown,Feb 2021,2,ISA Koi Farm,,,,,PIETH,,,,,KAUISA022300001.JPG,KAUISA022300001.MP4,,,,,,,,,
326,SANISA022300001,SAN,ISA,150,16,,NULL,0223,00001,,Sanke,Unknown,Feb 2021,2,ISA Koi Farm,,,,,PIETH,,,,,SANISA022300001.JPG,SANISA022300001.MP4,,,,,,,,,
327,SANSFF122300001,SAN,SFF,150,71,Miss Kyoto,NULL,1223,00001,,Sanke,Unknown,Dec 2022,1,Sakai Fish Farm,,25,,,PIETH,,970000,,,SANSFF122300001.PNG,SANSFF122300001.mov,,,,,,,,,
328,SANSFF122300002,SAN,SFF,150,71,Miss Monaco,5,1223,00002,,Sanke,Unknown,Dec 2022,1,Sakai Fish Farm,,17,,,PIETH,,620000,,,SANSFF122300002.JPG,SANSFF122300002.mov,,,,,,,,,
329,SANSFF122300003,SAN,SFF,150,71,Miss California,NULL,1223,00003,,Sanke,Unknown,Dec 2022,1,Sakai Fish Farm,,16,,,PIETH,,350000,,,SANSFF122300003.PNG,SANSFF122300003.mov,,,,,,,,,
